Student ID,grade,school_name,reading_score,math_score
8231,9th,Hernandez High School,84,91
8232,9th,Hernandez High School,82,81
8233,12th,Hernandez High School,94,90
8234,10th,Hernandez High School,92,83
8235,12th,Hernandez High School,84,84
8236,11th,Hernandez High School,80,73
8237,11th,Hernandez High School,74,99
8238,10th,Hernandez High School,97,84
8239,10th,Hernandez High School,93,82
8240,10th,Hernandez High School,87,83
8241,12th,Hernandez High School,99,59
8242,11th,Hernandez High School,67,69
8243,11th,Hernandez High School,73,75
8244,12th,Hernandez High School,84,71
8245,10th,Hernandez High School,93,97
8246,9th,Hernandez High School,95,97
8247,10th,Hernandez High School,84,81
8248,10th,Hernandez High School,69,92
8249,10th,Hernandez High School,99,87
8250,9th,Hernandez High School,68,76
8251,11th,Hernandez High School,73,81
8252,11th,Hernandez High School,74,57
8253,11th,Hernandez High School,77,89
8254,9th,Hernandez High School,99,99
8255,9th,Hernandez High School,89,60
8256,11th,Hernandez High School,84,58
8257,10th,Hernandez High School,71,93
8258,11th,Hernandez High School,85,64
8259,11th,Hernandez High School,72,78
8260,9th,Hernandez High School,72,66
8261,11th,Hernandez High School,82,58
8262,12th,Hernandez High School,86,94
8263,12th,Hernandez High School,98,88
8264,12th,Hernandez High School,85,85
8265,9th,Hernandez High School,85,57
8266,12th,Hernandez High School,95,85
8267,10th,Hernandez High School,95,88
8268,11th,Hernandez High School,69,92
8269,9th,Hernandez High School,65,82
8270,11th,Hernandez High School,64,84
8271,12th,Hernandez High School,97,61
8272,11th,Hernandez High School,71,58
8273,9th,Hernandez High School,89,94
8274,9th,Hernandez High School,64,66
8275,9th,Hernandez High School,65,62
8276,9th,Hernandez High School,70,82
8277,11th,Hernandez High School,67,83
8278,12th,Hernandez High School,98,69
8279,9th,Hernandez High School,71,89
8280,9th,Hernandez High School,70,98
8281,12th,Hernandez High School,87,84
8282,10th,Hernandez High School,87,56
8283,11th,Hernandez High School,95,95
8284,10th,Hernandez High School,71,75
8285,10th,Hernandez High School,89,78
8286,9th,Hernandez High School,82,68
8287,10th,Hernandez High School,67,81
8288,10th,Hernandez High School,91,92
8289,11th,Hernandez High School,94,73
8290,12th,Hernandez High School,84,63
8291,12th,Hernandez High School,98,99
8292,10th,Hernandez High School,85,74
8293,12th,Hernandez High School,82,68
8294,9th,Hernandez High School,71,58
8295,10th,Hernandez High School,92,76
8296,9th,Hernandez High School,95,68
8297,11th,Hernandez High School,82,63
8298,11th,Hernandez High School,81,96
8299,12th,Hernandez High School,74,76
8300,9th,Hernandez High School,99,59
8301,11th,Hernandez High School,66,94
8302,12th,Hernandez High School,79,62
8303,9th,Hernandez High School,78,69
8304,12th,Hernandez High School,63,60
8305,9th,Hernandez High School,98,85
8306,10th,Hernandez High School,79,77
8307,10th,Hernandez High School,95,62
8308,12th,Hernandez High School,89,70
8309,12th,Hernandez High School,66,86
8310,9th,Hernandez High School,67,98
8311,10th,Hernandez High School,74,69
8312,10th,Hernandez High School,96,82
8313,12th,Hernandez High School,90,62
8314,9th,Hernandez High School,95,58
8315,10th,Hernandez High School,81,58
8316,12th,Hernandez High School,84,83
8317,9th,Hernandez High School,66,61
8318,11th,Hernandez High School,82,90
8319,9th,Hernandez High School,69,93
8320,11th,Hernandez High School,92,74
8321,9th,Hernandez High School,79,95
8322,12th,Hernandez High School,81,58
8323,9th,Hernandez High School,66,78
8324,9th,Hernandez High School,87,71
8325,9th,Hernandez High School,70,64
8326,10th,Hernandez High School,73,76
8327,10th,Hernandez High School,77,95
8328,9th,Hernandez High School,94,64
8329,10th,Hernandez High School,90,79
8330,11th,Hernandez High School,90,77
8331,12th,Hernandez High School,82,91
8332,9th,Hernandez High School,73,71
8333,11th,Hernandez High School,69,55
8334,10th,Hernandez High School,85,75
8335,10th,Hernandez High School,76,75
8336,9th,Hernandez High School,99,83
8337,11th,Hernandez High School,71,83
8338,9th,Hernandez High School,88,58
8339,11th,Hernandez High School,91,77
8340,12th,Hernandez High School,85,55
8341,10th,Hernandez High School,93,91
8342,10th,Hernandez High School,79,75
8343,12th,Hernandez High School,70,59
8344,10th,Hernandez High School,93,64
8345,10th,Hernandez High School,88,88
8346,12th,Hernandez High School,85,63
8347,9th,Hernandez High School,66,77
8348,9th,Hernandez High School,82,69
8349,10th,Hernandez High School,64,96
8350,11th,Hernandez High School,66,87
8351,11th,Hernandez High School,69,55
8352,9th,Hernandez High School,96,60
8353,11th,Hernandez High School,78,92
8354,12th,Hernandez High School,99,68
8355,9th,Hernandez High School,64,64
8356,12th,Hernandez High School,86,84
8357,12th,Hernandez High School,74,80
8358,12th,Hernandez High School,68,84
8359,9th,Hernandez High School,68,83
8360,9th,Hernandez High School,82,61
8361,10th,Hernandez High School,77,73
8362,9th,Hernandez High School,74,65
8363,11th,Hernandez High School,89,84
8364,10th,Hernandez High School,82,66
8365,10th,Hernandez High School,63,73
8366,10th,Hernandez High School,68,89
8367,10th,Hernandez High School,65,71
8368,10th,Hernandez High School,67,58
8369,10th,Hernandez High School,83,95
8370,9th,Hernandez High School,96,73
8371,11th,Hernandez High School,67,79
8372,9th,Hernandez High School,70,78
8373,10th,Hernandez High School,93,60
8374,10th,Hernandez High School,95,74
8375,11th,Hernandez High School,64,79
8376,11th,Hernandez High School,73,89
8377,9th,Hernandez High School,74,80
8378,11th,Hernandez High School,86,84
8379,10th,Hernandez High School,87,88
8380,10th,Hernandez High School,98,86
8381,11th,Hernandez High School,87,99
8382,12th,Hernandez High School,98,60
8383,10th,Hernandez High School,63,55
8384,12th,Hernandez High School,85,70
8385,11th,Hernandez High School,87,78
8386,12th,Hernandez High School,71,71
8387,10th,Hernandez High School,98,68
8388,10th,Hernandez High School,96,71
8389,11th,Hernandez High School,71,61
8390,10th,Hernandez High School,89,74
8391,11th,Hernandez High School,64,76
8392,9th,Hernandez High School,73,62
8393,11th,Hernandez High School,95,95
8394,10th,Hernandez High School,98,94
8395,10th,Hernandez High School,77,56
8396,11th,Hernandez High School,76,93
8397,10th,Hernandez High School,83,88
8398,11th,Hernandez High School,77,98
8399,11th,Hernandez High School,75,94
8400,9th,Hernandez High School,97,73
8401,10th,Hernandez High School,71,92
8402,10th,Hernandez High School,95,97
8403,10th,Hernandez High School,72,75
8404,10th,Hernandez High School,79,69
8405,11th,Hernandez High School,80,67
8406,11th,Hernandez High School,70,86
8407,10th,Hernandez High School,93,63
8408,10th,Hernandez High School,73,89
8409,10th,Hernandez High School,87,64
8410,10th,Hernandez High School,95,55
8411,10th,Hernandez High School,96,99
8412,11th,Hernandez High School,67,66
8413,10th,Hernandez High School,98,65
8414,10th,Hernandez High School,97,86
8415,10th,Hernandez High School,97,95
8416,9th,Hernandez High School,86,57
8417,10th,Hernandez High School,73,65
8418,10th,Hernandez High School,72,98
8419,10th,Hernandez High School,65,83
8420,12th,Hernandez High School,71,85
8421,12th,Hernandez High School,83,66
8422,11th,Hernandez High School,63,71
8423,10th,Hernandez High School,86,55
8424,11th,Hernandez High School,97,89
8425,9th,Hernandez High School,88,61
8426,12th,Hernandez High School,77,89
8427,10th,Hernandez High School,79,59
8428,11th,Hernandez High School,91,83
8429,10th,Hernandez High School,92,96
8430,10th,Hernandez High School,92,57
8431,12th,Hernandez High School,69,63
8432,11th,Hernandez High School,91,79
8433,10th,Hernandez High School,78,68
8434,10th,Hernandez High School,82,79
8435,9th,Hernandez High School,82,92
8436,10th,Hernandez High School,91,93
8437,9th,Hernandez High School,99,61
8438,11th,Hernandez High School,71,99
8439,9th,Hernandez High School,74,60
8440,10th,Hernandez High School,72,62
8441,9th,Hernandez High School,77,81
8442,9th,Hernandez High School,64,77
8443,11th,Hernandez High School,78,72
8444,12th,Hernandez High School,63,56
8445,11th,Hernandez High School,67,82
8446,12th,Hernandez High School,97,96
8447,10th,Hernandez High School,68,83
8448,10th,Hernandez High School,72,89
8449,11th,Hernandez High School,77,75
8450,10th,Hernandez High School,93,55
8451,10th,Hernandez High School,93,65
8452,10th,Hernandez High School,73,60
8453,12th,Hernandez High School,68,74
8454,10th,Hernandez High School,84,90
8455,9th,Hernandez High School,84,65
8456,11th,Hernandez High School,89,74
8457,9th,Hernandez High School,79,94
8458,9th,Hernandez High School,86,88
8459,9th,Hernandez High School,92,56
8460,9th,Hernandez High School,66,61
8461,9th,Hernandez High School,92,72
8462,11th,Hernandez High School,97,75
8463,11th,Hernandez High School,78,73
8464,10th,Hernandez High School,70,59
8465,11th,Hernandez High School,92,56
8466,11th,Hernandez High School,65,70
8467,12th,Hernandez High School,76,84
8468,10th,Hernandez High School,74,63
8469,9th,Hernandez High School,99,82
8470,11th,Hernandez High School,76,79
8471,11th,Hernandez High School,74,79
8472,9th,Hernandez High School,77,57
8473,10th,Hernandez High School,86,70
8474,10th,Hernandez High School,78,77
8475,10th,Hernandez High School,89,93
8476,11th,Hernandez High School,95,95
8477,9th,Hernandez High School,69,90
8478,11th,Hernandez High School,72,61
8479,11th,Hernandez High School,79,69
8480,10th,Hernandez High School,97,74
8481,11th,Hernandez High School,95,72
8482,10th,Hernandez High School,70,78
8483,11th,Hernandez High School,88,70
8484,11th,Hernandez High School,64,68
8485,10th,Hernandez High School,79,91
8486,9th,Hernandez High School,64,70
8487,12th,Hernandez High School,89,95
8488,12th,Hernandez High School,94,63
8489,11th,Hernandez High School,65,91
8490,9th,Hernandez High School,64,60
8491,9th,Hernandez High School,74,71
8492,9th,Hernandez High School,72,99
8493,10th,Hernandez High School,65,92
8494,10th,Hernandez High School,79,85
8495,9th,Hernandez High School,65,71
8496,11th,Hernandez High School,69,64
8497,10th,Hernandez High School,89,96
8498,9th,Hernandez High School,67,81
8499,9th,Hernandez High School,63,79
8500,9th,Hernandez High School,72,55
8501,10th,Hernandez High School,79,82
8502,9th,Hernandez High School,75,57
8503,9th,Hernandez High School,89,82
8504,11th,Hernandez High School,93,80
8505,11th,Hernandez High School,68,68
8506,10th,Hernandez High School,71,62
8507,12th,Hernandez High School,80,69
8508,12th,Hernandez High School,72,80
8509,9th,Hernandez High School,83,84
8510,12th,Hernandez High School,66,66
8511,9th,Hernandez High School,81,87
8512,10th,Hernandez High School,77,92
8513,9th,Hernandez High School,96,86
8514,10th,Hernandez High School,67,65
8515,9th,Hernandez High School,87,78
8516,10th,Hernandez High School,98,86
8517,12th,Hernandez High School,92,61
8518,9th,Hernandez High School,68,89
8519,12th,Hernandez High School,93,66
8520,9th,Hernandez High School,76,66
8521,9th,Hernandez High School,93,55
8522,9th,Hernandez High School,81,94
8523,10th,Hernandez High School,85,61
8524,10th,Hernandez High School,92,65
8525,10th,Hernandez High School,78,85
8526,12th,Hernandez High School,77,98
8527,10th,Hernandez High School,71,86
8528,9th,Hernandez High School,86,57
8529,12th,Hernandez High School,93,90
8530,12th,Hernandez High School,85,90
8531,10th,Hernandez High School,93,95
8532,10th,Hernandez High School,76,57
8533,9th,Hernandez High School,93,72
8534,11th,Hernandez High School,79,88
8535,12th,Hernandez High School,83,94
8536,10th,Hernandez High School,99,66
8537,12th,Hernandez High School,98,57
8538,12th,Hernandez High School,92,58
8539,10th,Hernandez High School,76,80
8540,10th,Hernandez High School,76,76
8541,9th,Hernandez High School,65,92
8542,12th,Hernandez High School,80,80
8543,11th,Hernandez High School,65,74
8544,9th,Hernandez High School,79,83
8545,11th,Hernandez High School,85,72
8546,9th,Hernandez High School,99,63
8547,11th,Hernandez High School,87,83
8548,10th,Hernandez High School,65,99
8549,11th,Hernandez High School,67,89
8550,9th,Hernandez High School,92,95
8551,11th,Hernandez High School,70,73
8552,9th,Hernandez High School,99,97
8553,9th,Hernandez High School,84,63
8554,12th,Hernandez High School,89,64
8555,10th,Hernandez High School,97,57
8556,10th,Hernandez High School,80,69
8557,10th,Hernandez High School,87,95
8558,10th,Hernandez High School,99,69
8559,10th,Hernandez High School,64,68
8560,10th,Hernandez High School,83,91
8561,11th,Hernandez High School,84,88
8562,9th,Hernandez High School,95,99
8563,11th,Hernandez High School,74,97
8564,11th,Hernandez High School,90,65
8565,9th,Hernandez High School,71,96
8566,11th,Hernandez High School,94,62
8567,11th,Hernandez High School,82,98
8568,11th,Hernandez High School,78,55
8569,9th,Hernandez High School,96,64
8570,11th,Hernandez High School,71,63
8571,9th,Hernandez High School,83,82
8572,11th,Hernandez High School,67,69
8573,12th,Hernandez High School,90,64
8574,12th,Hernandez High School,94,98
8575,9th,Hernandez High School,74,68
8576,12th,Hernandez High School,70,61
8577,12th,Hernandez High School,70,55
8578,11th,Hernandez High School,82,92
8579,12th,Hernandez High School,71,86
8580,10th,Hernandez High School,98,79
8581,12th,Hernandez High School,89,83
8582,9th,Hernandez High School,80,70
8583,10th,Hernandez High School,96,87
8584,12th,Hernandez High School,68,56
8585,9th,Hernandez High School,95,71
8586,9th,Hernandez High School,68,81
8587,11th,Hernandez High School,90,87
8588,10th,Hernandez High School,94,98
8589,12th,Hernandez High School,97,80
8590,11th,Hernandez High School,94,60
8591,9th,Hernandez High School,79,79
8592,10th,Hernandez High School,92,81
8593,9th,Hernandez High School,97,58
8594,10th,Hernandez High School,80,87
8595,10th,Hernandez High School,87,56
8596,12th,Hernandez High School,97,73
8597,12th,Hernandez High School,67,90
8598,9th,Hernandez High School,78,84
8599,11th,Hernandez High School,79,82
8600,9th,Hernandez High School,90,64
8601,12th,Hernandez High School,64,72
8602,10th,Hernandez High School,99,76
8603,12th,Hernandez High School,75,86
8604,9th,Hernandez High School,99,70
8605,11th,Hernandez High School,95,55
8606,9th,Hernandez High School,83,97
8607,9th,Hernandez High School,97,89
8608,10th,Hernandez High School,80,77
8609,11th,Hernandez High School,74,55
8610,9th,Hernandez High School,77,88
8611,9th,Hernandez High School,99,92
8612,11th,Hernandez High School,81,77
8613,11th,Hernandez High School,92,95
8614,12th,Hernandez High School,84,65
8615,10th,Hernandez High School,84,99
8616,9th,Hernandez High School,84,74
8617,10th,Hernandez High School,93,66
